time,value
0.427000,-0.025072
0.428000,0.028272
0.429000,-0.120618
0.430000,-0.799814
0.431000,-1.990971
0.432000,-2.934211
0.433000,-3.034539
0.434000,-2.335131
0.435000,-3.196808
0.436000,-2.630683
0.437000,-2.855622
0.438000,-3.955850
0.439000,-3.806991
0.440000,-2.808873
0.441000,-2.878021
0.442000,-0.825001
0.443000,-0.036369
0.444000,1.025397
0.445000,3.926787
0.446000,2.569288
0.447000,0.622096
0.448000,-0.287213
0.449000,-0.163378
0.450000,0.261556
0.451000,0.394606
0.452000,-0.131615
0.453000,0.307990
0.454000,1.388243
0.455000,0.357922
0.456000,-0.643769
0.457000,1.449209
0.458000,0.033791
0.459000,0.873969
0.460000,0.502495
0.461000,1.887918
0.462000,1.220870
0.463000,1.374198
0.464000,-0.214040
0.465000,-0.849354
0.466000,-0.433195
0.467000,-1.012913
0.468000,-2.096255
0.469000,0.447356
0.470000,0.337700
0.471000,1.416126
0.472000,3.039707
0.473000,1.909050
0.474000,1.441923
0.475000,1.230447
0.476000,1.455642
0.477000,2.281529
0.478000,2.801270
0.479000,2.960604
0.480000,2.047155
0.481000,1.629702
0.482000,0.050492
0.483000,0.752949
0.484000,2.913490
0.485000,2.593035
0.486000,3.471424
0.487000,3.615322
0.488000,2.347407
0.489000,0.993016
0.490000,-0.343630
0.491000,-0.154043
0.492000,0.433261
0.493000,0.955394
0.494000,-0.371839
0.495000,0.935751
0.496000,0.194319
0.497000,0.278559
0.498000,-0.419674
0.499000,-1.518772
0.500000,-2.475531
0.501000,-1.269542
0.502000,-1.026279
0.503000,-1.921061
0.504000,-2.157621
0.505000,-0.302851
0.506000,0.639475
0.507000,1.125312
0.508000,3.010422
0.509000,3.911207
0.510000,3.165087
0.511000,1.989300
0.512000,4.176565
0.513000,4.547055
0.514000,3.092599
0.515000,1.142748
0.516000,-1.332398
0.517000,-2.345480
0.518000,-2.357586
0.519000,-0.547064
0.520000,0.552015
0.521000,0.710068
0.522000,1.183424
0.523000,0.165445
0.524000,-1.175281
0.525000,-1.171406
0.526000,0.050456
0.527000,0.085692
0.528000,0.777829
0.529000,0.658990
0.530000,-0.770820
0.531000,-0.328788
0.532000,-0.647204
0.533000,0.566742
0.534000,-1.127177
0.535000,0.630563
0.536000,-0.728073
0.537000,-0.865578
0.538000,-2.176941
0.539000,-0.727085
0.540000,-1.696161
0.541000,-1.900902
0.542000,-0.481782
0.543000,-0.894297
0.544000,-0.793023
0.545000,-0.050187
0.546000,0.311939
0.547000,0.463513
0.548000,-0.213406
0.549000,-0.563953
0.550000,-0.015841
0.551000,-0.298933
0.552000,0.015759
0.553000,-1.907730
0.554000,-1.553503
0.555000,-0.709464
0.556000,0.095271
0.557000,-0.133668
0.558000,0.212239
0.559000,-0.433973
0.560000,1.066741
0.561000,0.512643
0.562000,1.685372
0.563000,1.238266
0.564000,-0.172534
0.565000,-0.371417
0.566000,-1.294701
0.567000,-1.309228
0.568000,-2.075886
0.569000,-1.888870
0.570000,-0.527452
0.571000,1.009593
0.572000,0.193441
0.573000,0.879090
0.574000,2.222735
0.575000,0.614622
0.576000,-1.221136
0.577000,-2.358906
0.578000,-1.934801
0.579000,-3.723003
0.580000,-1.830659
0.581000,-3.698223
0.582000,-2.968174
0.583000,-2.054010
0.584000,-0.951427
0.585000,0.368060
0.586000,1.935229
0.587000,1.940786
0.588000,0.958826
0.589000,0.955627
0.590000,1.161220
0.591000,1.169580
0.592000,0.458106
0.593000,1.574442
0.594000,0.871046
0.595000,0.577882
0.596000,-0.378372
0.597000,0.624739
0.598000,2.694335
0.599000,3.355937
0.600000,1.611220
0.601000,0.480929
0.602000,-1.176135
0.603000,-0.635680
0.604000,-0.027198
0.605000,-0.696863
0.606000,-1.110533
0.607000,-2.790901
0.608000,-2.345038
0.609000,-2.572585
0.610000,-2.745560
0.611000,0.092293
0.612000,0.741454
0.613000,0.564753
0.614000,0.675602
0.615000,0.036739
0.616000,0.998276
0.617000,0.525271
0.618000,-0.665645
0.619000,1.098188
0.620000,0.091453
0.621000,2.124802
0.622000,2.607209
0.623000,2.765612
0.624000,1.251809
0.625000,2.472065
0.626000,4.369058
0.627000,2.481171
0.628000,1.903255
0.629000,0.625821
0.630000,0.156014
0.631000,-0.045890
0.632000,1.258395
0.633000,-0.417450
0.634000,0.385730
0.635000,1.067819
0.636000,-0.062301
0.637000,-0.025924
0.638000,-0.594289
0.639000,-0.353183
0.640000,1.567254
0.641000,0.381677
0.642000,0.602393
0.643000,-0.438713
0.644000,0.374992
0.645000,0.621572
0.646000,1.092408
0.647000,0.346019
0.648000,-0.864257
0.649000,-2.280671
0.650000,-1.815111
0.651000,-0.914960
0.652000,-0.336816
0.653000,0.466594
0.654000,-0.165663
0.655000,-0.228070
0.656000,-2.528229
0.657000,-2.159079
0.658000,0.013456
0.659000,0.196421
0.660000,2.158916
0.661000,2.161999
0.662000,2.727694
0.663000,2.894550
0.664000,3.149246
0.665000,2.847313
0.666000,3.130683
0.667000,1.996561
0.668000,2.938479
0.669000,3.909482
0.670000,3.522492
0.671000,2.458021
0.672000,0.760087
0.673000,0.992006
0.674000,0.774322
0.675000,-0.026543
0.676000,-1.005241
0.677000,-1.856107
0.678000,-1.423030
0.679000,-0.655139
0.680000,-0.000909
0.681000,3.208001
0.682000,3.294621
0.683000,3.748236
0.684000,3.004308
0.685000,1.012720
0.686000,0.388279
0.687000,2.100730
0.688000,0.854647
0.689000,0.766607
0.690000,0.662114
0.691000,2.074444
0.692000,2.205131
0.693000,2.374503
0.694000,1.753873
0.695000,-0.832596
0.696000,-1.057660
0.697000,-0.867050
0.698000,-0.520986
0.699000,-1.097404
0.700000,-2.285106
0.701000,-1.060765
0.702000,-1.168103
0.703000,-0.942767
0.704000,-2.487408
0.705000,-2.229306
0.706000,-1.066948
0.707000,-0.537738
0.708000,-0.840742
0.709000,-1.210481
0.710000,-1.153953
0.711000,-0.561441
0.712000,-0.096990
0.713000,0.480910
0.714000,1.206168
0.715000,1.078539
0.716000,2.588923
0.717000,2.732847
0.718000,1.442794
0.719000,1.489013
0.720000,1.726397
0.721000,2.140957
0.722000,1.285535
0.723000,-0.924233
0.724000,0.710265
0.725000,0.469415
0.726000,-1.722005
0.727000,-1.653526
0.728000,-0.580958
0.729000,-1.534871
0.730000,-2.311290
0.731000,-2.098657
0.732000,-1.572968
0.733000,-1.839486
0.734000,-1.839448
0.735000,-0.660017
0.736000,-0.513608
0.737000,-1.893565
0.738000,-0.327857
0.739000,-0.447062
0.740000,-1.266137
0.741000,-1.200790
0.742000,-2.285142
0.743000,-1.818473
0.744000,-0.906354
0.745000,-1.298240
0.746000,-1.345938
0.747000,-1.668793
0.748000,-0.609196
0.749000,-0.731613
0.750000,-1.168442
0.751000,-0.790051
0.752000,-0.910506
0.753000,-0.868178
0.754000,-1.499260
0.755000,-0.578383
0.756000,-0.866909
0.757000,-0.988736
0.758000,-0.603841
0.759000,1.478459
0.760000,2.017391
0.761000,0.942995
0.762000,-0.499389
0.763000,-0.076138
0.764000,-0.647044
0.765000,-0.747692
0.766000,-0.781356
0.767000,-0.736175
0.768000,-0.804483
0.769000,-1.121796
0.770000,-3.040740
0.771000,-2.246838
0.772000,-1.178417
0.773000,-1.885290
0.774000,-0.787849
0.775000,-0.322918
0.776000,-0.137184
0.777000,0.073964
0.778000,0.798872
0.779000,1.182687
0.780000,-0.632824
0.781000,0.788984
0.782000,1.185894
0.783000,-0.044283
0.784000,-1.823711
0.785000,-2.668952
0.786000,-0.887205
0.787000,-0.821455
0.788000,0.129873
0.789000,2.132699
0.790000,0.551771
0.791000,-0.752623
0.792000,-0.619362
0.793000,-0.197291
0.794000,0.608666
0.795000,-0.441601
0.796000,-1.016797
0.797000,0.567580
0.798000,0.859224
0.799000,1.001680
0.800000,0.356569
0.801000,1.601518
0.802000,2.342671
0.803000,1.844079
0.804000,-0.189376
0.805000,0.788407
0.806000,1.165211
0.807000,1.023145
0.808000,1.989139
0.809000,2.046510
0.810000,1.338990
0.811000,2.072216
0.812000,1.877878
0.813000,2.423948
0.814000,2.080257
0.815000,2.224957
0.816000,3.258326
0.817000,4.003674
0.818000,2.668674
0.819000,3.063343
0.820000,1.841479
0.821000,2.268052
0.822000,1.681877
0.823000,-0.162886
0.824000,0.159248
0.825000,1.177989
0.826000,1.545498
0.827000,0.373222
0.828000,0.567944
0.829000,0.321506
0.830000,1.068952
0.831000,1.889326
0.832000,0.216572
0.833000,0.271253
0.834000,-0.684926
0.835000,-0.349358
0.836000,-1.666155
0.837000,-1.394152
0.838000,-0.831939
0.839000,-2.953396
0.840000,-2.630770
0.841000,-3.601666
0.842000,-2.051261
0.843000,-3.583371
0.844000,-3.220136
0.845000,-1.262136
0.846000,-2.056290
0.847000,-2.379063
0.848000,-1.978352
0.849000,-1.529610
0.850000,-3.547203
0.851000,-3.099609
0.852000,-1.786051
0.853000,0.722473
0.854000,-0.183891
0.855000,-0.443332
0.856000,0.051693
0.857000,-0.773794
0.858000,0.862762
0.859000,0.654462
0.860000,0.743869
0.861000,1.131496
0.862000,-0.805957
0.863000,-0.369874
0.864000,-0.926706
0.865000,-1.612198
0.866000,-0.830619
0.867000,0.464656
0.868000,0.370780
0.869000,1.833037
0.870000,1.231027
0.871000,-0.737282
0.872000,-1.755029
0.873000,0.121590
0.874000,1.879469
0.875000,1.866522
0.876000,0.876479
0.877000,0.394620
0.878000,0.272564
0.879000,0.232323
0.880000,0.743827
0.881000,0.938205
0.882000,-0.441328
0.883000,-1.481059
0.884000,-0.641214
0.885000,-0.912781
0.886000,-0.810827
0.887000,-0.631848
0.888000,-1.047346
0.889000,-0.705904
0.890000,0.125058
0.891000,-0.029365
0.892000,1.348229
0.893000,2.641275
0.894000,1.267770
0.895000,1.422908
0.896000,0.899016
0.897000,-0.043553
0.898000,-0.071946
0.899000,-2.193068
0.900000,-0.976714
0.901000,0.086206
0.902000,0.298511
0.903000,1.205155
0.904000,0.265487
0.905000,-2.571797
0.906000,-2.538929
0.907000,-3.248401
0.908000,-2.588101
0.909000,-0.630283
0.910000,-0.208840
0.911000,-0.425133
0.912000,0.770883
0.913000,2.308799
0.914000,2.291024
0.915000,1.185278
0.916000,1.071422
0.917000,1.013611
0.918000,0.622205
0.919000,1.786900
0.920000,2.274567
0.921000,0.666143
0.922000,-0.730515
0.923000,-1.118365
0.924000,-1.888739
0.925000,-1.978629
0.926000,-1.584224
0.927000,-1.445818
0.928000,-0.985404
0.929000,-1.122145
0.930000,-2.293666
0.931000,-2.801318
0.932000,-3.295570
0.933000,-3.430757
0.934000,-2.338667
0.935000,-2.268647
0.936000,-2.744602
0.937000,-2.285598
0.938000,-1.537737
0.939000,-0.973261
0.940000,1.627573
0.941000,0.707760
0.942000,0.940646
0.943000,1.819961
0.944000,3.020608
0.945000,2.165776
0.946000,-0.065844
0.947000,-0.360500
0.948000,0.066583
0.949000,2.696575
0.950000,0.768887
0.951000,0.560411
0.952000,-0.230315
0.953000,0.730941
0.954000,-0.032660
0.955000,-1.558461
0.956000,-3.304518
0.957000,-2.384852
0.958000,-1.829437
0.959000,-0.942574
0.960000,-0.619296
0.961000,-0.188939
0.962000,0.311433
0.963000,-0.583853
0.964000,-0.467102
0.965000,0.134735
0.966000,-0.845647
0.967000,-2.436331
0.968000,-1.601573
0.969000,-1.465238
0.970000,0.166604
0.971000,0.791481
0.972000,0.315811
0.973000,-1.098272
0.974000,0.467672
0.975000,1.155989
0.976000,2.212660
0.977000,2.733982
0.978000,0.968351
0.979000,1.236016
0.980000,1.941961
0.981000,1.664262
0.982000,1.007722
0.983000,0.340900
0.984000,-0.491564
0.985000,-0.499860
0.986000,-1.652162
0.987000,-3.148001
0.988000,-3.068617
0.989000,-3.040041
0.990000,-0.194058
0.991000,1.209019
0.992000,0.763252
0.993000,0.580308
0.994000,1.515994
0.995000,1.198866
0.996000,0.770684
0.997000,0.363386
0.998000,0.146122
0.999000,-1.000066
1.000000,0.346982
1.001000,0.014637
1.002000,1.270285
1.003000,2.096418
1.004000,2.147410
1.005000,2.951566
1.006000,2.154268
1.007000,1.167480
1.008000,0.286284
1.009000,0.300680
1.010000,0.937875
1.011000,1.133835
1.012000,2.824416
1.013000,2.765741
1.014000,1.662058
1.015000,1.490990
1.016000,2.093818
1.017000,1.201812
1.018000,0.328573
1.019000,1.410855
1.020000,1.903827
1.021000,1.560582
1.022000,0.732232
1.023000,0.297762
1.024000,0.535396
1.025000,1.160782
1.026000,1.965500
1.027000,1.747231
1.028000,0.191572
1.029000,1.600543
1.030000,2.462880
1.031000,2.945945
1.032000,3.725009
1.033000,3.802089
1.034000,3.157729
1.035000,1.429388
1.036000,0.365865
1.037000,-0.093567
1.038000,0.704356
1.039000,2.151979
1.040000,3.106067
1.041000,2.031331
1.042000,1.497455
1.043000,-0.153707
1.044000,1.545055
1.045000,-0.219151
1.046000,-0.349507
1.047000,1.105626
1.048000,1.277425
1.049000,1.588217
1.050000,1.518346
1.051000,-0.519514
1.052000,0.030604
1.053000,0.641741
1.054000,-0.049469
1.055000,0.707111
1.056000,0.102669
1.057000,1.457099
1.058000,1.123670
1.059000,1.465244
1.060000,1.469322
1.061000,1.898531
1.062000,1.627791
1.063000,2.019720
1.064000,2.324409
1.065000,0.637003
1.066000,1.163285
1.067000,0.477173
1.068000,0.224702
1.069000,-0.070308
1.070000,-0.461447
1.071000,1.024620
1.072000,-0.553847
1.073000,-3.168469
1.074000,-3.094133
1.075000,-2.665036
1.076000,-2.940429
1.077000,-3.301758
1.078000,-1.948110
1.079000,-1.445439
1.080000,1.368289
1.081000,0.305793
1.082000,0.628210
1.083000,1.058506
1.084000,0.558294
1.085000,-0.625748
1.086000,-0.595325
1.087000,0.077359
1.088000,-0.602940
1.089000,-0.725095
1.090000,-0.707087
1.091000,-1.357826
1.092000,0.205653
1.093000,0.325247
1.094000,0.059605
1.095000,0.862437
1.096000,0.842937
1.097000,1.877154
1.098000,0.624659
1.099000,1.101254
1.100000,0.856884
1.101000,2.028831
1.102000,2.589341
1.103000,2.361595
1.104000,2.188666
1.105000,1.668215
1.106000,2.467553
1.107000,1.439754
1.108000,1.091688
1.109000,1.506963
1.110000,0.464465
1.111000,-0.642446
1.112000,0.394159
1.113000,-1.120384
1.114000,0.034376
1.115000,-0.308803
1.116000,-1.458176
1.117000,0.199009
1.118000,-1.639892
1.119000,-0.194022
1.120000,2.732698
1.121000,3.889669
1.122000,2.803543
1.123000,3.779518
1.124000,4.161998
1.125000,2.504540
1.126000,1.028686
1.127000,1.072593
1.128000,1.402533
1.129000,2.163075
1.130000,2.726615
1.131000,2.403663
1.132000,1.421715
1.133000,2.048480
1.134000,2.766418
1.135000,2.353755
1.136000,1.693755
1.137000,0.874549
1.138000,-0.781042
1.139000,-1.349502
1.140000,0.366446
1.141000,0.334200
1.142000,-0.326115
1.143000,-0.287387
1.144000,-0.596550
1.145000,-0.037386
1.146000,-0.383705
1.147000,-0.357543
1.148000,-2.322959
1.149000,-2.841741
1.150000,-1.963898
1.151000,-1.720376
1.152000,-0.793014
1.153000,-0.384100
1.154000,1.096523
1.155000,-2.028057
1.156000,-1.682723
1.157000,-0.705599
1.158000,-0.484152
1.159000,-0.646782
1.160000,-0.956236
1.161000,-1.408536
1.162000,-1.566893
1.163000,-2.171503
1.164000,-2.003491
1.165000,-2.436389
1.166000,-0.852072
1.167000,-1.542360
1.168000,0.339149
1.169000,1.225400
1.170000,2.159107
1.171000,1.695993
1.172000,0.221789
1.173000,-1.522837
1.174000,-0.379684
1.175000,-0.400308
1.176000,-0.768196
1.177000,0.041925
1.178000,2.667956
1.179000,2.172981
1.180000,2.845675
1.181000,2.120138
1.182000,2.661838
1.183000,2.230292
1.184000,2.690957
1.185000,2.774048
1.186000,1.577175
1.187000,-0.122765
1.188000,-2.351579
1.189000,-1.466633
1.190000,0.177319
1.191000,0.730560
1.192000,1.965838
1.193000,3.243683
1.194000,3.105475
1.195000,0.254228
1.196000,-0.963607
1.197000,-1.448614
1.198000,-2.544211
1.199000,-3.686423
1.200000,-2.986666
1.201000,-3.554877
1.202000,-3.638837
1.203000,-2.636077
1.204000,-2.979099
1.205000,-2.317577
1.206000,-2.129331
1.207000,-0.629118
1.208000,-1.149787
1.209000,-2.274904
1.210000,-2.136266
1.211000,0.441326
1.212000,1.889271
1.213000,3.158232
1.214000,2.946296
1.215000,2.546896
1.216000,1.031674
1.217000,1.284270
1.218000,-0.330189
1.219000,-0.455845
1.220000,0.041379
1.221000,-0.570427
1.222000,-0.023694
1.223000,-0.549982
1.224000,-3.043216
1.225000,-1.667631
1.226000,-0.701838
1.227000,-1.161159
1.228000,-1.016564
1.229000,1.676075
1.230000,2.053486
1.231000,1.025339
1.232000,1.171685
1.233000,1.520399
1.234000,0.896393
1.235000,0.550025
1.236000,-1.302314
1.237000,-1.199876
1.238000,-2.244835
1.239000,-2.988748
1.240000,-2.823618
1.241000,-1.787656
1.242000,-3.401407
1.243000,-3.059239
1.244000,-3.907700
1.245000,-1.000079
1.246000,-2.270464
1.247000,-1.909691
1.248000,-2.759236
1.249000,-1.836053
1.250000,-3.749411
1.251000,-1.583252
1.252000,1.172826
1.253000,2.082209
1.254000,1.785797
1.255000,1.027852
1.256000,-0.198193
1.257000,-1.433024
1.258000,-1.779779
1.259000,-0.879737
1.260000,-1.235655
1.261000,-1.187664
1.262000,-0.688491
1.263000,0.409779
1.264000,2.202658
1.265000,0.137006
1.266000,2.081387
1.267000,3.037493
1.268000,3.213148
1.269000,2.242625
1.270000,1.360589
1.271000,2.143452
1.272000,1.355844
1.273000,-0.876741
1.274000,-0.849424
1.275000,-1.290432
1.276000,0.028666
1.277000,-1.353176
1.278000,1.361184
1.279000,1.022302
1.280000,-0.893319
1.281000,-0.679329
1.282000,-0.108428
1.283000,1.158400
1.284000,0.995538
1.285000,0.955212
1.286000,0.842645
1.287000,-0.531784
1.288000,-0.395586
1.289000,-0.345060
1.290000,-0.975928
1.291000,-2.673907
1.292000,-2.524035
1.293000,-1.412452
1.294000,0.341950
1.295000,0.066233
1.296000,-0.091971
1.297000,-0.356308
1.298000,0.022137
1.299000,-0.470415
1.300000,0.184959
1.301000,-2.152873
1.302000,-1.173570
1.303000,-1.382083
1.304000,-1.228185
1.305000,-2.586536
1.306000,-2.100031
1.307000,-1.155392
1.308000,0.205554
1.309000,0.175618
1.310000,0.464501
1.311000,0.990956
1.312000,0.035755
1.313000,1.317882
1.314000,-0.302859
1.315000,0.569571
1.316000,-0.676389
1.317000,-1.927338
1.318000,-2.380890
1.319000,-1.309784
1.320000,-2.089999
1.321000,-0.811946
1.322000,-0.615597
1.323000,-1.650297
1.324000,-1.571547
1.325000,-0.480782
1.326000,0.906771
1.327000,1.461649
1.328000,2.127099
1.329000,1.712485
1.330000,0.947172
1.331000,0.552508
