time,value
0.150000,0.250493
0.151000,0.346448
0.152000,-0.680025
0.153000,0.232254
0.154000,0.293072
0.155000,-0.714351
0.156000,1.865775
0.157000,0.473833
0.158000,-1.191303
0.159000,0.656554
0.160000,-0.974682
0.161000,0.787085
0.162000,1.158596
0.163000,-0.820682
0.164000,0.963376
0.165000,0.412781
0.166000,0.822060
0.167000,1.896793
0.168000,-0.245388
0.169000,-0.753736
0.170000,-0.889514
0.171000,-0.815810
0.172000,-0.077102
0.173000,0.341152
0.174000,0.276691
0.175000,0.827183
0.176000,0.013002
0.177000,1.453534
0.178000,-0.264657
0.179000,2.720169
0.180000,0.625667
0.181000,-0.857158
0.182000,-1.070892
0.183000,0.482472
0.184000,-0.223463
0.185000,0.714000
0.186000,0.473238
0.187000,-0.072829
0.188000,-0.846794
0.189000,-1.514847
0.190000,-0.446515
0.191000,0.856399
0.192000,0.214094
0.193000,-1.245739
0.194000,0.173181
0.195000,0.385317
0.196000,-0.883857
0.197000,0.153725
0.198000,0.058209
0.199000,-1.142970
0.200000,0.357787
0.201000,0.560785
0.202000,1.083051
0.203000,1.053802
0.204000,-1.377669
0.205000,-0.937825
0.206000,0.515035
0.207000,0.513786
0.208000,0.515048
0.209000,3.852731
0.210000,0.570891
0.211000,1.135566
0.212000,0.954002
0.213000,0.651391
0.214000,-0.315269
0.215000,0.758969
0.216000,-0.772825
0.217000,-0.236819
0.218000,-0.485364
0.219000,0.081874
0.220000,2.314659
0.221000,-1.867265
0.222000,0.686260
0.223000,-1.612716
0.224000,-0.471932
0.225000,1.088951
0.226000,0.064280
0.227000,-1.077745
0.228000,-0.715304
0.229000,0.679598
0.230000,-0.730367
0.231000,0.216459
0.232000,0.045572
0.233000,-0.651600
0.234000,2.143944
0.235000,0.633919
0.236000,-2.025143
0.237000,0.186454
0.238000,-0.661786
0.239000,0.852433
0.240000,-0.792521
0.241000,-0.114736
0.242000,0.504987
0.243000,0.865755
0.244000,-1.200296
0.245000,-0.334501
0.246000,-0.474945
0.247000,-0.653329
0.248000,1.765454
0.249000,0.404982
0.250000,-1.260884
0.251000,0.917862
0.252000,2.122156
0.253000,1.032465
0.254000,-1.519370
0.255000,-0.484234
0.256000,1.266911
0.257000,-0.707669
0.258000,0.443819
0.259000,0.774634
0.260000,-0.926930
0.261000,-0.059525
0.262000,-3.241267
0.263000,-1.024388
0.264000,-0.252568
0.265000,-1.247783
0.266000,1.632411
0.267000,-1.430141
0.268000,-0.440044
0.269000,0.130741
0.270000,1.441273
0.271000,-1.435862
0.272000,1.163164
0.273000,0.010233
0.274000,-0.981509
0.275000,0.462103
0.276000,0.199060
0.277000,-0.600217
0.278000,0.069802
0.279000,-0.385314
0.280000,0.113517
0.281000,0.662131
0.282000,1.586017
0.283000,-1.237815
0.284000,2.133033
0.285000,-1.952088
0.286000,-0.151785
0.287000,0.588317
0.288000,0.280992
0.289000,-0.622700
0.290000,-0.208122
0.291000,-0.493001
0.292000,-0.589365
0.293000,0.849602
0.294000,0.357015
0.295000,-0.692910
0.296000,0.899600
0.297000,0.307300
0.298000,0.812862
0.299000,0.629629
0.300000,-0.828995
0.301000,-0.560181
0.302000,0.747294
0.303000,0.610370
0.304000,-0.020902
0.305000,0.117327
0.306000,1.277665
0.307000,-0.591571
0.308000,0.547097
0.309000,-0.202193
0.310000,-0.217681
0.311000,1.098777
0.312000,0.825416
0.313000,0.813510
0.314000,1.305479
0.315000,0.021004
0.316000,0.681953
0.317000,-0.310267
0.318000,0.324166
0.319000,-0.130143
0.320000,0.096996
0.321000,0.595157
0.322000,-0.818221
0.323000,2.092387
0.324000,-1.006017
0.325000,-1.214189
0.326000,1.158111
0.327000,0.791663
0.328000,0.624120
0.329000,0.628346
0.330000,-0.012247
0.331000,-0.897254
0.332000,0.075805
0.333000,-0.677162
0.334000,0.975120
0.335000,-0.147057
0.336000,-0.825497
0.337000,-0.321386
0.338000,0.412931
0.339000,-0.563725
0.340000,-0.822220
0.341000,0.243687
0.342000,0.244967
0.343000,-0.506943
0.344000,-0.471038
0.345000,0.232050
0.346000,-1.448084
0.347000,-1.407464
0.348000,-0.718444
0.349000,-0.213447
0.350000,0.310908
0.351000,1.475356
0.352000,0.857660
0.353000,-0.159939
0.354000,-0.019016
0.355000,-1.002529
0.356000,-0.018513
0.357000,-0.288659
0.358000,0.322719
0.359000,-0.827231
0.360000,0.519347
0.361000,1.532739
0.362000,-0.108760
0.363000,0.401712
0.364000,0.690144
0.365000,-0.401220
0.366000,0.224092
0.367000,0.012592
0.368000,0.097676
0.369000,-0.773010
0.370000,0.024510
0.371000,0.497998
0.372000,1.451144
0.373000,0.959271
0.374000,2.153182
0.375000,-0.767348
0.376000,0.872321
0.377000,0.183342
0.378000,2.189803
0.379000,-0.808298
0.380000,-0.839722
0.381000,-0.599393
0.382000,-2.123896
0.383000,-0.525755
0.384000,-0.759133
0.385000,0.150394
0.386000,0.341756
0.387000,1.876171
0.388000,0.950424
0.389000,-0.576904
0.390000,-0.898415
0.391000,0.491919
0.392000,-1.320233
0.393000,1.831459
0.394000,1.179440
0.395000,-0.469176
0.396000,-1.713135
0.397000,1.353872
0.398000,-0.114540
0.399000,1.237816
0.400000,-1.594428
0.401000,-0.599375
0.402000,0.005244
0.403000,0.046981
0.404000,-0.450065
0.405000,0.622850
0.406000,-1.067620
0.407000,-0.142379
0.408000,0.120296
0.409000,0.514439
0.410000,0.711615
0.411000,-1.124642
0.412000,-1.534114
0.413000,1.277677
0.414000,0.332314
0.415000,-0.748487
0.416000,1.551152
0.417000,0.115675
0.418000,1.179297
0.419000,0.067518
0.420000,2.060748
0.421000,1.755341
0.422000,-0.248964
0.423000,0.971571
0.424000,0.645376
0.425000,1.368632
0.426000,-0.964923
0.427000,0.686051
0.428000,1.058424
0.429000,-1.758739
0.430000,-1.183259
0.431000,-2.039232
0.432000,-0.269407
0.433000,0.717542
0.434000,1.502357
0.435000,0.074095
0.436000,1.628616
0.437000,-1.380101
0.438000,-1.703382
0.439000,-0.055548
0.440000,0.384065
0.441000,-0.032695
0.442000,-2.067442
0.443000,-0.089120
0.444000,-1.304470
0.445000,0.669673
0.446000,0.366598
0.447000,-0.939880
0.448000,-0.513867
0.449000,-1.059214
0.450000,-0.062679
0.451000,0.955142
0.452000,-0.985726
0.453000,0.504047
0.454000,-0.530258
0.455000,-0.792873
0.456000,-0.107030
0.457000,-1.035242
0.458000,-0.553649
0.459000,-1.197878
0.460000,1.964725
0.461000,0.035264
0.462000,-0.699726
0.463000,0.213980
0.464000,-0.112328
0.465000,-0.220970
0.466000,0.614167
0.467000,0.757508
0.468000,-0.530501
0.469000,-0.575818
0.470000,-0.275052
0.471000,-2.301921
0.472000,-1.515191
0.473000,1.366874
0.474000,1.644968
0.475000,-0.249036
0.476000,0.576557
0.477000,0.311250
0.478000,3.078881
0.479000,1.119575
0.480000,-0.127918
0.481000,-0.955540
0.482000,-1.606446
0.483000,0.203464
0.484000,-0.756351
0.485000,-1.422254
0.486000,-0.646573
0.487000,-1.081548
0.488000,1.687142
0.489000,0.881640
0.490000,-0.007973
0.491000,1.479944
0.492000,0.077368
0.493000,-0.861284
0.494000,1.523124
0.495000,0.538910
0.496000,-1.037246
0.497000,-0.190339
0.498000,-0.875618
0.499000,-1.382800
0.500000,0.926178
0.501000,1.909417
0.502000,-1.398568
0.503000,0.562969
0.504000,-0.650643
0.505000,-0.487125
0.506000,-0.592394
0.507000,-0.863991
0.508000,0.048522
0.509000,-0.830950
0.510000,0.270457
0.511000,-0.050238
0.512000,-0.238948
0.513000,-0.907564
0.514000,-0.576771
0.515000,0.755391
0.516000,0.500917
0.517000,-0.977555
0.518000,0.099332
0.519000,0.751387
0.520000,-1.669405
0.521000,0.543360
0.522000,-0.662624
0.523000,0.570599
0.524000,-0.763259
0.525000,-1.804882
0.526000,-1.627542
0.527000,0.048085
0.528000,0.259723
0.529000,-0.904317
0.530000,0.638592
0.531000,-1.661520
0.532000,-0.066080
0.533000,-1.211016
0.534000,-0.651836
0.535000,0.047399
0.536000,-0.860413
0.537000,-0.384556
0.538000,1.006293
0.539000,-0.576892
0.540000,0.835692
0.541000,-1.129707
0.542000,0.529804
0.543000,1.441569
0.544000,-2.471645
0.545000,-0.796895
0.546000,0.577072
0.547000,-0.203045
0.548000,0.371146
0.549000,-0.603985
0.550000,0.086590
0.551000,-0.155677
0.552000,1.167782
0.553000,0.254421
0.554000,0.337603
0.555000,-0.411877
0.556000,-0.487606
0.557000,-0.432558
0.558000,0.394452
0.559000,-0.420984
0.560000,0.289775
0.561000,2.075401
0.562000,0.871125
0.563000,-0.326024
0.564000,1.201214
0.565000,-0.408075
0.566000,-2.038125
0.567000,-1.008086
0.568000,-1.870792
0.569000,-0.351513
0.570000,0.018418
0.571000,1.676437
0.572000,0.326927
0.573000,-0.219101
0.574000,0.829406
0.575000,-2.211135
0.576000,0.235615
0.577000,0.770865
0.578000,-1.478586
0.579000,1.143754
0.580000,0.338496
0.581000,-0.415288
0.582000,0.632782
0.583000,2.270693
0.584000,0.181866
0.585000,0.248221
0.586000,-0.459361
0.587000,-0.849844
0.588000,0.830336
0.589000,-0.856084
0.590000,0.071566
0.591000,-0.477657
0.592000,0.478980
0.593000,0.333662
0.594000,1.037540
0.595000,-0.510016
0.596000,-0.269875
0.597000,-0.978764
0.598000,-0.444293
0.599000,0.377300
0.600000,0.756989
0.601000,-0.922165
0.602000,0.869606
0.603000,1.355638
0.604000,0.413435
0.605000,1.876796
0.606000,-0.773789
0.607000,-1.244655
0.608000,-1.778720
0.609000,1.496044
0.610000,0.654366
0.611000,-0.055585
0.612000,0.279969
0.613000,-1.125489
0.614000,2.445752
0.615000,0.129221
0.616000,0.109395
0.617000,0.725767
0.618000,0.481009
0.619000,0.223884
0.620000,-0.790474
0.621000,0.471468
0.622000,1.882024
0.623000,1.345420
0.624000,1.593187
0.625000,-0.511216
0.626000,-0.989605
0.627000,-0.125787
0.628000,0.055725
0.629000,1.094192
0.630000,-1.692465
0.631000,1.529550
0.632000,-0.158008
0.633000,-0.426881
0.634000,-1.012104
0.635000,-1.654857
0.636000,0.823171
0.637000,0.073318
0.638000,-1.289961
0.639000,-1.295079
0.640000,-0.335785
0.641000,1.669022
0.642000,-0.259591
0.643000,-1.503143
0.644000,-0.245743
0.645000,-0.272724
0.646000,-2.696887
0.647000,-0.054295
0.648000,-0.230935
0.649000,0.696206
0.650000,1.848956
0.651000,1.126565
0.652000,-0.268889
0.653000,-1.106526
0.654000,2.573360
0.655000,0.059218
0.656000,0.013929
0.657000,-0.024125
0.658000,0.198085
0.659000,-0.144360
0.660000,-0.573662
0.661000,-0.546859
0.662000,-0.032753
0.663000,-0.543425
0.664000,-0.712846
0.665000,0.106430
0.666000,-0.254977
0.667000,1.503993
0.668000,-2.650970
0.669000,1.091507
0.670000,1.246085
0.671000,-2.073390
0.672000,-0.342688
0.673000,-0.371441
0.674000,-1.407512
0.675000,-0.777817
0.676000,-1.110576
0.677000,1.752270
0.678000,0.935678
0.679000,1.271555
0.680000,0.721672
0.681000,-1.129052
0.682000,-0.524520
0.683000,0.489375
0.684000,-1.222128
0.685000,0.712998
0.686000,-0.240325
0.687000,-0.374821
0.688000,0.710960
0.689000,0.444263
0.690000,-0.360966
0.691000,1.159330
0.692000,-1.081063
0.693000,0.615936
0.694000,0.593101
0.695000,-0.309546
0.696000,0.326133
0.697000,-1.251114
0.698000,0.924027
0.699000,-0.184902
0.700000,-0.522723
0.701000,1.049009
0.702000,-0.704344
0.703000,-1.408461
0.704000,-1.556629
0.705000,0.606010
0.706000,-1.280429
0.707000,1.754794
0.708000,-2.081929
0.709000,1.696456
0.710000,0.211017
0.711000,-0.096713
0.712000,-0.544919
0.713000,0.399136
0.714000,-0.037635
0.715000,1.103302
0.716000,0.114228
0.717000,0.150302
0.718000,-0.363612
0.719000,-0.056946
0.720000,0.307802
0.721000,-1.710168
0.722000,-1.348185
0.723000,0.743264
0.724000,0.170865
0.725000,-0.183983
0.726000,0.018434
0.727000,0.347582
0.728000,-0.539760
0.729000,-0.778305
0.730000,0.195845
0.731000,-0.978373
0.732000,0.408253
0.733000,-1.702584
0.734000,1.029156
0.735000,0.472597
0.736000,0.256030
0.737000,0.982691
0.738000,1.665474
0.739000,1.014370
0.740000,-1.840874
0.741000,-1.279577
0.742000,-0.624819
0.743000,0.026091
0.744000,0.517659
0.745000,-0.725744
0.746000,0.186767
0.747000,-0.755383
0.748000,-0.611518
0.749000,-1.406661
0.750000,-0.923233
0.751000,-1.351685
0.752000,-0.975873
0.753000,1.053642
0.754000,-0.949399
0.755000,2.632382
0.756000,0.493318
0.757000,0.184836
0.758000,-0.858358
0.759000,0.700310
0.760000,-0.575638
0.761000,0.122010
0.762000,2.560085
0.763000,-0.096060
0.764000,1.149273
0.765000,-0.703176
0.766000,-0.034988
0.767000,1.770801
0.768000,-0.626967
0.769000,1.812449
0.770000,0.707752
0.771000,-0.562467
0.772000,0.632408
0.773000,0.972554
0.774000,0.621810
0.775000,-1.570225
0.776000,-0.727137
0.777000,-0.247519
0.778000,-0.074433
0.779000,0.620672
0.780000,0.177701
0.781000,-1.335344
0.782000,0.380198
0.783000,0.610586
0.784000,0.559790
0.785000,1.080781
0.786000,0.833922
0.787000,0.459180
0.788000,-0.070166
0.789000,-1.660961
0.790000,0.429618
0.791000,0.207688
0.792000,0.271579
0.793000,-1.276749
0.794000,-1.081057
0.795000,1.053153
0.796000,-0.039555
0.797000,0.681501
0.798000,0.028318
0.799000,0.029756
0.800000,0.938284
0.801000,-0.516045
0.802000,0.096121
0.803000,-0.462275
0.804000,-0.434496
0.805000,-0.309172
0.806000,0.222134
0.807000,-0.478749
0.808000,1.255756
0.809000,-0.894607
0.810000,-0.186872
0.811000,-0.439731
0.812000,1.446978
0.813000,0.196555
0.814000,1.031845
0.815000,-1.485560
0.816000,0.267050
0.817000,0.889631
0.818000,0.082284
0.819000,1.065480
0.820000,-0.517288
0.821000,1.409347
0.822000,2.298898
0.823000,-0.362839
0.824000,-0.445503
0.825000,1.453384
0.826000,1.579572
0.827000,-0.522860
0.828000,-0.420187
0.829000,-0.281785
0.830000,-1.344451
0.831000,-0.918652
0.832000,-1.004141
0.833000,-0.767798
0.834000,-0.034685
0.835000,0.234215
0.836000,1.550500
0.837000,-0.998354
0.838000,0.984322
0.839000,-0.213989
0.840000,-0.049464
0.841000,0.674819
0.842000,-1.122722
0.843000,0.382410
0.844000,0.166452
0.845000,0.492451
0.846000,0.289169
0.847000,2.455300
0.848000,-0.637740
0.849000,-0.530997
0.850000,-0.623141
0.851000,-0.555477
0.852000,-0.637387
0.853000,1.189017
0.854000,1.420504
0.855000,-0.570746
0.856000,-0.832356
0.857000,0.471416
0.858000,-0.552223
0.859000,0.632932
0.860000,0.202923
0.861000,-1.515744
0.862000,1.547505
0.863000,1.795878
0.864000,-0.612789
0.865000,-0.387702
0.866000,0.285865
0.867000,0.334457
0.868000,0.658544
0.869000,2.010205
0.870000,-0.176947
0.871000,-0.798297
0.872000,-1.379319
0.873000,-0.730930
0.874000,-0.033127
0.875000,1.794558
0.876000,-0.517611
0.877000,0.223788
0.878000,-0.016423
0.879000,1.188393
0.880000,2.526932
0.881000,-0.530869
0.882000,-0.489439
0.883000,1.044161
0.884000,0.681891
0.885000,1.846707
0.886000,0.583928
0.887000,-0.359292
0.888000,0.590655
0.889000,1.108704
0.890000,0.820482
0.891000,0.507274
0.892000,1.066675
0.893000,1.169296
0.894000,1.382159
0.895000,0.648710
0.896000,-0.167118
0.897000,0.146714
0.898000,1.206509
0.899000,-0.816936
0.900000,0.368673
0.901000,-0.393339
0.902000,0.028745
0.903000,1.278452
0.904000,0.191099
0.905000,0.046437
0.906000,-1.359856
0.907000,0.746254
0.908000,0.645484
0.909000,2.163255
0.910000,-0.307778
0.911000,0.219150
0.912000,0.249384
0.913000,1.577453
0.914000,-0.095296
0.915000,0.279022
0.916000,0.607897
0.917000,0.186609
0.918000,-0.446434
0.919000,0.194090
0.920000,1.073632
0.921000,-1.026515
0.922000,0.132970
0.923000,-0.700121
0.924000,1.195047
0.925000,-1.523187
0.926000,-0.558922
0.927000,0.377212
0.928000,1.565524
0.929000,-0.065750
0.930000,-0.555200
0.931000,1.881157
0.932000,-1.448014
0.933000,-2.198806
0.934000,0.440014
0.935000,-0.502054
0.936000,-1.021233
0.937000,0.708356
0.938000,0.243801
0.939000,-0.564079
0.940000,-1.280304
0.941000,0.872457
0.942000,0.650201
0.943000,-0.099176
0.944000,1.846637
0.945000,-1.070085
0.946000,-1.525525
0.947000,-0.691908
0.948000,-0.045586
0.949000,0.243339
0.950000,-0.241236
0.951000,0.352055
0.952000,-1.251539
0.953000,1.443765
0.954000,-0.082151
0.955000,1.117296
0.956000,0.342725
0.957000,0.456753
0.958000,0.569767
0.959000,0.447709
0.960000,0.642723
0.961000,1.329153
0.962000,0.196521
0.963000,0.709004
0.964000,-0.089736
0.965000,1.440117
0.966000,-0.676392
0.967000,1.800940
0.968000,-0.040158
0.969000,-1.430775
0.970000,0.128104
0.971000,-0.681052
0.972000,0.840644
0.973000,-0.652624
0.974000,-0.446183
0.975000,-1.889541
0.976000,-0.452306
0.977000,-2.423879
0.978000,-1.583903
0.979000,0.760415
0.980000,0.785800
0.981000,0.425458
0.982000,-0.966976
0.983000,-0.047711
0.984000,-0.003603
0.985000,-1.158365
0.986000,1.503398
0.987000,0.877362
0.988000,-0.220964
0.989000,0.026886
0.990000,0.208383
0.991000,-2.041735
0.992000,-0.247177
0.993000,-0.681984
0.994000,-1.001620
0.995000,-0.281100
0.996000,1.797687
0.997000,0.640843
0.998000,-0.571179
0.999000,0.572583
1.000000,1.399355
1.001000,0.924634
1.002000,0.059630
1.003000,-0.646937
1.004000,0.698223
1.005000,0.393485
1.006000,0.895193
1.007000,0.635172
1.008000,1.049553
1.009000,-0.535235
1.010000,1.317394
1.011000,0.197600
1.012000,2.075261
1.013000,-0.689188
1.014000,1.735964
1.015000,0.197911
1.016000,-0.651418
1.017000,-0.483886
1.018000,-0.320347
1.019000,0.424166
1.020000,0.522835
1.021000,-0.573700
1.022000,-0.024355
1.023000,2.142270
1.024000,1.727543
1.025000,0.436324
1.026000,0.038003
1.027000,0.120031
1.028000,0.613518
1.029000,-1.022793
1.030000,-0.257377
1.031000,-1.668584
1.032000,0.399223
1.033000,0.647196
1.034000,-0.483186
1.035000,1.573987
1.036000,-1.225766
1.037000,-1.464375
1.038000,0.224452
1.039000,1.047098
1.040000,1.683928
1.041000,-0.458884
1.042000,1.078681
1.043000,-0.038508
1.044000,-0.172627
1.045000,0.883660
1.046000,0.652323
1.047000,-1.576392
1.048000,1.476540
1.049000,1.380091
1.050000,-0.625563
1.051000,0.395804
1.052000,0.494030
1.053000,0.260674
1.054000,-0.550305
1.055000,-0.671623
1.056000,-0.025554
1.057000,1.172729
1.058000,0.543600
1.059000,-0.370614
1.060000,0.771699
1.061000,-2.848543
1.062000,1.148766
1.063000,-1.739714
1.064000,-0.362441
1.065000,-1.119670
1.066000,-1.294681
1.067000,1.160827
1.068000,-0.467701
1.069000,0.346504
1.070000,-0.046921
1.071000,0.477041
1.072000,0.076822
1.073000,-1.282992
1.074000,0.996267
1.075000,-0.493757
1.076000,-1.556582
1.077000,-0.428115
1.078000,1.500760
1.079000,0.850222
1.080000,-0.348652
1.081000,-0.349258
1.082000,-0.321635
1.083000,2.076748
1.084000,0.381935
1.085000,0.430042
1.086000,1.030283
1.087000,0.238789
1.088000,-0.259042
1.089000,-0.196350
1.090000,-0.071601
1.091000,-0.037222
1.092000,0.727630
1.093000,0.051946
1.094000,0.732640
1.095000,-0.080717
1.096000,0.078635
1.097000,-1.998201
1.098000,0.916328
1.099000,0.346488
1.100000,0.998010
1.101000,-2.896255
1.102000,2.088375
1.103000,-0.139590
1.104000,1.108183
1.105000,-1.039906
1.106000,0.612774
1.107000,-1.053416
1.108000,-0.623769
1.109000,1.914031
1.110000,-0.190682
1.111000,0.217433
1.112000,0.870068
1.113000,0.495682
1.114000,0.150419
1.115000,0.364961
1.116000,2.403416
1.117000,-0.057619
1.118000,0.201099
1.119000,1.050654
1.120000,1.105526
1.121000,1.187030
1.122000,0.638730
1.123000,-1.143005
1.124000,1.633432
1.125000,-1.146345
1.126000,0.302635
1.127000,-0.754276
1.128000,-0.064138
1.129000,0.328762
1.130000,0.321357
1.131000,0.421921
1.132000,1.613711
1.133000,0.453534
1.134000,-0.244157
1.135000,0.964087
1.136000,1.189470
1.137000,-1.227608
1.138000,0.597400
1.139000,0.701173
1.140000,-0.297564
1.141000,1.375707
1.142000,-0.150056
1.143000,0.125576
1.144000,-0.173072
1.145000,0.015579
1.146000,-1.096275
1.147000,-1.440051
1.148000,1.594505
1.149000,-0.846961
1.150000,-0.991392
1.151000,-2.153390
1.152000,-0.638962
1.153000,-1.323090
1.154000,1.642015
1.155000,1.009817
1.156000,-0.688150
1.157000,2.252436
1.158000,0.981765
1.159000,-0.324831
1.160000,-2.499406
1.161000,2.290943
1.162000,-1.389572
1.163000,-1.645399
1.164000,1.022570
1.165000,2.439752
1.166000,1.384273
1.167000,0.563909
1.168000,0.594754
1.169000,0.853416
1.170000,0.758929
1.171000,0.281191
1.172000,0.104201
1.173000,-0.062593
1.174000,-0.753965
1.175000,-0.280675
1.176000,-1.692957
1.177000,-0.098340
1.178000,-0.988591
1.179000,-1.103589
1.180000,0.179894
1.181000,1.392002
1.182000,0.918317
1.183000,-1.570501
1.184000,-0.989628
1.185000,0.940771
1.186000,-0.982487
1.187000,-0.224633
1.188000,0.550052
1.189000,-0.968344
1.190000,0.105376
1.191000,-1.334025
1.192000,-0.601368
1.193000,0.319782
1.194000,-1.592994
1.195000,0.440475
1.196000,-0.019638
1.197000,0.552490
1.198000,0.223914
1.199000,1.364140
1.200000,0.125225
1.201000,-0.429406
1.202000,0.122298
1.203000,0.543298
1.204000,0.048860
1.205000,0.040592
1.206000,-0.701992
1.207000,-0.662901
1.208000,-1.402605
1.209000,1.749577
1.210000,-1.243863
1.211000,-0.692905
1.212000,-0.718407
1.213000,0.894924
1.214000,-0.294950
1.215000,1.247742
1.216000,-0.673491
1.217000,0.278994
1.218000,-0.835347
1.219000,2.145149
1.220000,-1.187598
1.221000,0.309821
1.222000,0.633777
1.223000,0.413799
1.224000,-0.185288
1.225000,-0.129821
1.226000,0.043811
1.227000,-0.147002
1.228000,0.963879
1.229000,2.210523
1.230000,-0.557492
1.231000,-1.369803
1.232000,-0.088282
1.233000,2.579709
1.234000,-0.803675
1.235000,1.639117
1.236000,1.677701
1.237000,-0.553588
1.238000,0.568983
1.239000,1.628397
1.240000,-0.379128
1.241000,-0.203580
1.242000,-0.581681
1.243000,-1.014757
1.244000,-0.649278
1.245000,-1.223940
1.246000,0.034083
1.247000,-0.769973
1.248000,0.233786
1.249000,-1.555896
1.250000,0.330880
1.251000,0.833529
1.252000,-1.993736
1.253000,0.374057
1.254000,1.227669
1.255000,-1.209641
1.256000,1.672572
1.257000,0.419019
1.258000,-0.705012
1.259000,-0.055769
1.260000,0.558327
1.261000,0.076005
1.262000,0.538756
1.263000,-0.920674
1.264000,0.169361
1.265000,-1.413714
1.266000,-0.111226
1.267000,-0.903908
1.268000,-0.735530
1.269000,1.236093
1.270000,1.091310
1.271000,0.609138
1.272000,-1.092313
1.273000,-0.316408
1.274000,1.213098
1.275000,0.141717
1.276000,2.319330
1.277000,0.393318
1.278000,0.192049
1.279000,-0.309116
1.280000,0.133541
1.281000,-0.152470
1.282000,0.708109
1.283000,0.956702
1.284000,-0.785989
1.285000,-1.331233
1.286000,-1.836205
1.287000,0.507991
1.288000,-1.103367
1.289000,-2.152891
1.290000,0.388579
1.291000,2.493000
1.292000,-0.006071
1.293000,0.838491
1.294000,0.081829
1.295000,-0.098890
1.296000,0.919076
1.297000,-0.290275
1.298000,0.267392
1.299000,0.321698
1.300000,-0.668090
1.301000,0.992042
1.302000,-0.174960
1.303000,-0.755745
1.304000,0.536510
1.305000,-0.898468
1.306000,0.028181
1.307000,-0.009119
1.308000,1.085896
1.309000,0.474698
1.310000,-0.025027
1.311000,0.817766
1.312000,1.390208
1.313000,0.557810
1.314000,0.010353
1.315000,-1.311836
1.316000,-1.065114
1.317000,-0.305225
1.318000,-0.609512
1.319000,-0.186971
1.320000,0.056650
1.321000,0.529693
1.322000,-0.070499
1.323000,0.486502
1.324000,0.064474
1.325000,-1.975467
1.326000,-0.939335
1.327000,-0.144088
1.328000,-1.209695
1.329000,0.599929
1.330000,1.530751
1.331000,1.218762
1.332000,-0.213443
1.333000,1.490726
1.334000,0.148667
